"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Relevance","Abstract","Data Availability Assessment","Data Characteristics and Availability","Statistical Methods for Transitions"
"Hippocampal lesions impair spatial memory performance, but not song--a developmental study of independent memory systems in the zebra finch.","https://scispace.com/paper/hippocampal-lesions-impair-spatial-memory-performance-but-5aa82v6s5f","2009","Journal Article","Developmental Neurobiology","David J. Bailey
Juli Wade
Colin J. Saldanha","10.1002/DNEU.20713","https://scispace.com/pdf/hippocampal-lesions-impair-spatial-memory-performance-but-5aa82v6s5f.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses Sound Analysis Pro to quantify tutor‑pupil similarity; lacks daily recordings or full developmental trajectories; provides only snapshot similarity scores; includes ANOVA but no advanced mixed models; focuses on hippocampal lesions without linking neural data to acoustic trajectories; no cross‑species comparison or supplementary bird‑level data.","Songbirds demonstrate song- and spatial-learning, forms of memory that appear distinct in formal characteristics and fitting the descriptions and criteria of procedural and episodic-like memory function, respectively. As in other vertebrates, the neural pathways underlying these forms of memory may also be dissociable, and include the corresponding song circuit and hippocampus (HP). Whether (or not) these two memory systems interact is unknown. Interestingly, the HP distinguishes itself as a site of immediate early gene expression in response to song and as a site of estrogen synthesis, a steroid involved in song learning. Thus, an interaction between these memory systems and their anatomical substrates appears reasonable to hypothesize, particularly during development. To test this idea, juvenile male or female zebra finches received chemical lesions of the HP at various points during song learning, as did adults. Song structure, singing behavior, song preference, and spatial memory were tested in adulthood. Although lesions of the HP severely compromised HP-dependent spatial memory function across all ages and in both sexes, we were unable to detect any effects of HP lesions on song learning, singing, or song structure in males. Interestingly, females lesioned as adults, but not as juveniles, did lose the characteristic preference for their father's song. Since compromise of the neural circuits that subserve episodic-like memory does very little (if anything) to affect procedural-like (song learning) memory, we conclude that these memory systems and their anatomical substrates are well dissociated in the developing male zebra finch.","","",""
"Long Memory in Song Learning by Zebra Finches","https://scispace.com/paper/long-memory-in-song-learning-by-zebra-finches-r8t64heh5h","2003","Journal Article","The Journal of Neuroscience","Yasuko Funabiki
Masakazu Konishi","10.1523/JNEUROSCI.23-17-06928.2003","https://scispace.com/pdf/long-memory-in-song-learning-by-zebra-finches-r8t64heh5h.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses loud‑noise perturbation to test memory persistence; no SAP analysis, daily recordings, longitudinal trajectories, supplementary data, similarity scores, statistical modeling, cross‑species comparison, or neural/genetic integration.","Young songbirds use memorized tutor songs as templates to shape their own songs. This process requires control of voice by auditory feedback. We prevented zebra finches from hearing their own vocalizations by exposure to loud noise after 35 d of age, before which they had been reared with song tutors from birth. When the noise stopped at 102-200 d of age, the birds sang unstable and noisy song syllables that did not resemble the tutor syllables. The similarity to the tutor syllables steadily increased until the time of song crystallization ∼30 d later. These findings show that the memory of tutor syllables survives auditory perturbations during the period when it is normally recalled and that zebra finches can use the memory well after the normal period of song development. The temporal order of syllables resembled the tutor model only in birds released from the noise before 80 d of age but not in older birds. Thus, different schedules and processes may govern the learning of syllable phonology and syntax.","","",""
"An automated approach to the quantitation of vocalizations and vocal learning in the songbird.","https://scispace.com/paper/an-automated-approach-to-the-quantitation-of-vocalizations-3tc4sda0ul","2018","Journal Article","PLOS Computational Biology","David G Mets
Michael S. Brainard","10.1371/JOURNAL.PCBI.1006437","https://scispace.com/pdf/an-automated-approach-to-the-quantitation-of-vocalizations-3tc4sda0ul.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses KL divergence on song data, not SAP; lacks daily tutor/pupil recordings, longitudinal per‑bird trajectories, supplementary bird‑level data, or explicit similarity‑score trajectories; no statistical learning‑trajectory models, cross‑species comparison, or neural/genetic integration.","Studies of learning mechanisms critically depend on the ability to accurately assess learning outcomes. This assessment can be impeded by the often complex, multidimensional nature of behavior. We present a novel, automated approach to evaluating imitative learning. Conceptually, our approach estimates how much of the content present in a reference behavior is absent from the learned behavior. We validate our approach through examination of songbird vocalizations, complex learned behaviors the study of which has provided many insights into sensory-motor learning in general and vocal learning in particular. Historically, learning has been holistically assessed by human inspection or through comparison of specific song features selected by experimenters (e.g. fundamental frequency, spectral entropy). In contrast, our approach uses statistical models to broadly capture the structure of each song, and then estimates the divergence between the two models. We show that our measure of song learning (the Kullback-Leibler divergence between two distributions corresponding to specific song data, or, Song DKL) is well correlated with human evaluation of song learning. We then expand the analysis beyond learning and show that Song DKL also detects the typical song deterioration that occurs following deafening. Finally, we illustrate how this measure can be extended to quantify differences in other complex behaviors such as human speech and handwriting. This approach potentially provides a framework for assessing learning across a broad range of behaviors like song that can be described as a set of discrete and repeated motor actions.","","",""
"Comparisons of different methods to train a young zebra finch (Taeniopygia guttata) to learn a song","https://scispace.com/paper/comparisons-of-different-methods-to-train-a-young-zebra-29liw2eh15","2013","Journal Article","Journal of Physiology-paris","Sébastien Derégnaucourt
Colline Poirier
Anne van der Kant
Annemie Van der Linden
Manfred Gahr","10.1016/J.JPHYSPARIS.2012.08.003","https://hal.parisnanterre.fr/hal-01478479/file/Deregnaucourt_JPhysiol_revision.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Compares tutoring methods without SAP or daily recordings; follows birds to ~100 dph but lacks fine‑grained trajectories, similarity scores, or supplemental data.","Like humans, oscine songbirds exhibit vocal learning. They learn their song by imitating conspecifics, mainly adults. Among them, the zebra finch (Taeniopygia guttata) has been widely used as a model species to study the behavioral, cellular and molecular substrates of vocal learning. Various methods using taped song playback have been used in the laboratory to train young male finches to learn a song. Since different protocols have been applied by different research groups, the efficiency of the studies cannot be directly compared. The purpose of our study was to address this problem. Young finches were raised by their mother alone from day post hatching (dph) 10 and singly isolated from dph 35. One week later, exposure to a song model began, either using a live tutor or taped playback (passive or self-elicited). At dph 100, the birds were transferred to a common aviary. We observed that one-to-one live tutoring is the best method to get a fairly complete imitation. Using self-elicited playback we observed high inter-individual variability; while some finches learned well (including good copying of the song model), others exhibited poor copying. Passive playback resulted in poor imitation of the model. We also observed that finches exhibited vocal changes after dph 100 and that the range of these changes was negatively related to their imitation of the song model. Taken together, these results suggest that social aspects are predominant in the success outcome of song learning in the zebra finch.","","",""
"Towards quantification of vocal imitation in the zebra finch","https://scispace.com/paper/towards-quantification-of-vocal-imitation-in-the-zebra-finch-1d2dajl97z","2002","Journal Article","Journal of Comparative Physiology A-neuroethology Sensory Neural and Behavioral Physiology","Ofer Tchernichovski
Partha P. Mitra","10.1007/S00359-002-0352-4","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses detailed vocal change tracing to explore constraints in zebra finch song development, but lacks SAP scoring, daily tutor‑pupil recordings, shared data, similarity‑score trajectories, statistical modeling, cross‑species comparison, or neural/genetic integration.","The transition from an amorphous subsong into mature song requires a series of vocal changes. By tracing song elements during development, we have shown that the imitation trajectory to the target could not be predicted based on monotonic progression of vocal changes, indicating an internal component that imposes constraints on song development. Here we further examine the nature of constraints on song imitation in the zebra finch. We first present techniques for identifying and tracing distinctive vocal changes, and then we examine how sequences of vocal change are expressed and coordinated. Examples suggest two types of constraints on song imitation, based on the nature of the temporal context. Developmentally diachronic constraints are imposed by sequential dependencies between vocal changes as a function of developmental time, whereas developmentally synchronic constraints are given by the acoustic context of notes within the song. Finally, we show that the tendency of birds to copy certain sounds in the song model before others might be related to such constraints. We suggest that documenting the full range of distinctive vocal changes and the coordination of their expression would be useful for testing mechanisms of vocal imitation.","","",""
"Possible Precursors of Syntactic Components in Other Species","https://scispace.com/paper/possible-precursors-of-syntactic-components-in-other-species-4wzvi939bb","2009","","","Stephanie A. White
HT Hilliard","","https://scispace.com/pdf/possible-precursors-of-syntactic-components-in-other-species-4wzvi939bb.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Review discusses song syntax concepts and developmental constraints, but provides no quantitative SAP scoring, daily recordings, longitudinal trajectories, raw data, statistical models, cross‑species comparison, or neural/genetic integration.","Language is a uniquely human phenotype. One might thus view language as a wholesale innovation and thereby limit inquiry into its evolutionary and neurobiological basis to noninvasive techniques. Alternatively, one may consider that other species possess subcomponents of language and that a comparative approach opens the door to controlled experimental investigations into the molecular, cellular and synaptic basis of vocal learning, a key subcomponent of language.","","",""
"Song choice in juvenile zebra finches (Taeniopygia guttata)","https://scispace.com/paper/Df6H1aTY-pMJ","","","","VA Moreno","","https://repository.arizona.edu/bitstream/handle/10150/280236/azu_td_3073286_sip1_m.pdf?sequence=1","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Paper mentions zebra finch song choice but lacks SAP analysis, daily tutor‑pupil recordings, longitudinal trajectories, data sharing, similarity scoring, statistical modeling, cross‑species comparison, or neural/genetic integration.","","","",""
"Bird song comparison using deep learning trained from avian perceptual judgments","https://scispace.com/paper/bird-song-comparison-using-deep-learning-trained-from-avian-37wjp60v","2022","Posted Content","bioRxiv","Lies Zandberg
Veronica Morfi
Julia George
David F. Clayton
Dan Stowell
Robert F. Lachlan","10.1101/2022.12.23.521425","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses avian perceptual judgments to train a deep‑learning similarity model and benchmarks SAP, but lacks daily tutor‑pupil recordings, longitudinal per‑bird trajectories, or supplementary bird‑level data; no statistical modeling, cross‑species comparison, or neural/genetic integration.","Our understanding of bird song, a model system for animal communication and the neurobiology of learning, depends critically on making reliable, validated comparisons between the complex multidimensional syllables that are used in songs. However, most assessments of song similarity are based on human inspection of spectrograms, or computational methods developed from human intuitions. Using a novel automated operant conditioning system, we collected a large corpus of zebra finches’ (Taeniopygia guttata) decisions about song syllable similarity. We use this dataset to compare and externally validate similarity algorithms in widely-used publicly available software (Raven, Sound Analysis Pro, Luscinia). Although these methods all perform better than chance, they do not closely emulate the avian assessments. We then introduce a novel deep learning method that can produce perceptual similarity judgements trained on such avian decisions. We find that this new method outperforms the established methods in accuracy and more closely approaches the avian assessments. Inconsistent (hence ambiguous) decisions are a common occurrence in animal behavioural data; we show that a modification of the deep learning training that accommodates these leads to the strongest performance. We argue this approach is the best way to validate methods to compare song similarity, that our dataset can be used to validate novel methods, and that the general approach can easily be extended to other species.","","",""
"Zebra finch song phonology and syntactical structure across populations and continents—a computational comparison","https://scispace.com/paper/zebra-finch-song-phonology-and-syntactical-structure-across-zykxwuu2wj","2016","Journal Article","Frontiers in Psychology","Robert F. Lachlan
Robert F. Lachlan
Caroline A. A. van Heijningen
Sita M. ter Haar
Carel ten Cate","10.3389/FPSYG.2016.00980","https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2016.00980/pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Analyzes population-level song variation across captive and wild zebra finches; no individual developmental trajectories, SAP scoring, daily tutor‑pupil recordings, or multimodal data.","Learned bird songs are often characterized by a high degree of variation between individuals and sometimes between populations, while at the same time maintaining species specificity. The evolution of such songs depends on the balance between plasticity and constraints. Captive populations provide an opportunity to examine signal variation and differentiation in detail, so we analyzed adult male zebra finch (Taeniopygia guttata) songs recorded from 13 populations across the world, including one sample of songs from wild-caught males in their native Australia. Cluster analysis suggested some, albeit limited, evidence that zebra finch song units belonged to universal, species-wide categories, linked to restrictions in vocal production and non-song parts of the vocal repertoire. Across populations, songs also showed some syntactical structure, although any song unit could be placed anywhere within the song. On the other hand, there was a statistically significant differentiation between populations, but the effect size was very small, and its communicative significance dubious. Our results suggest that variation in zebra finch songs within a population is largely determined by species-wide constraints rather than population-specific features. Although captive zebra finch populations have been sufficiently isolated to allow them to genetically diverge, there does not appear to have been any divergence in the genetically determined constraints that underlie song learning. Perhaps more surprising is the lack of locally diverged cultural traditions. Zebra finches serve as an example of a system where frequent learning errors may rapidly create within-population diversity, within broad phonological and syntactical constraints, and prevent the formation of long-term cultural traditions that allow populations to diverge.","","",""
"Generalisation of early learned tutor song preferences in female zebra finches (<i>Taeniopygia guttata</i>)","https://scispace.com/paper/generalisation-of-early-learned-tutor-song-preferences-in-2ql60p51","2022","Posted Content","","Riccardo Manfredi","10.1101/2022.05.05.490783","https://scispace.com/pdf/generalisation-of-early-learned-tutor-song-preferences-in-2ql60p51.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Studies female preference for tutor songs, not juvenile song development; no SAP scoring, daily recordings, longitudinal trajectories, or supplementary bird‑level data; lacks statistical modeling, cross‑species comparison, and neural/genetic integration.","Abstract Song learning is a prime example for a culturally transmitted mating signal. Local or individual song variants are socially learned early in life and adults sing and prefer these songs. An unresolved issue in this context is the question of how learned preferences for specific variants generalise to songs sufficiently similar to the original model. Here we asked whether female zebra finches would generalise early learned song preferences along a similarity gradient based on syllables sharing between test and tutor songs. For each female, this gradient consisted of their tutor’s (father’s) song (F), two variants of unfamiliar songs edited to share 2/3 (F 2/3 ) and 1/3 (F 1/3 ) of syllables with father’s song and an unfamiliar song (UF). Females’ preferences were measured in a 4-way operant choice arena where the birds could perch on different operant perches to trigger playbacks of the four different songs. Number and duration of perch visits were positively associated with the number of syllables that the assigned stimuli shared with fathers’ songs. These results suggest that female zebra finches generalise early learned song preferences to songs sharing syllables (and/or voice characteristics) with songs learned early in life. ","","",""
"Temporal structure in zebra finch song: implications for motor coding","https://scispace.com/paper/temporal-structure-in-zebra-finch-song-implications-for-3on816bma8","2006","Journal Article","The Journal of Neuroscience","Christopher M. Glaze
Todd W. Troyer","10.1523/JNEUROSCI.3387-05.2006","https://www.jneurosci.org/content/jneuro/26/3/991.full.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on adult song timing, hierarchical structure, and dynamic time‑warping of syllable sequences; no developmental, SAP, or tutor‑pupil data, nor trajectory similarity analyses.","Adult zebra finch songs consist of stereotyped sequences of syllables. Although some behavioral and physiological data suggest that songs are structured hierarchically, there is also evidence that they are driven by nonhierarchical, clock-like bursting in the premotor nucleus HVC (used as a proper name). In this study, we developed a semiautomated template-matching algorithm to identify repeated sequences of syllables and a modified dynamic time-warping algorithm to make fine-grained measurements of the temporal structure of song. We find that changes in song length are expressed across the song as a whole rather than resulting from an accumulation of independent variance during singing. Song length changes systematically over the course of a day and is related to the general level of bird activity as well as the presence of a female. The data also show patterns of variability that suggest distinct mechanisms underlying syllable and gap lengths: as tempo varies, syllables stretch and compress proportionally less than gaps, whereas syllable-syllable and gap-gap correlations are significantly stronger than syllable-gap correlations. There is also increased temporal variability at motif boundaries and especially strong positive correlations between the same syllables sung in different motifs. Finally, we find evidence that syllable onsets may have a special role in aligning syllables with global song structure. Generally, the timing data support a hierarchical view in which song is composed of smaller syllable-based units and provide a rich set of constraints for interpreting the results of physiological recordings.","","",""
"Reconstruction of vocal interactions in a group of small songbirds","https://scispace.com/paper/reconstruction-of-vocal-interactions-in-a-group-of-small-10ebcahz2c","2014","Journal Article","Nature Methods","V.N. Anisimov
Joshua A. Herbst
Andrei N. Abramchuk
Alexander V. Latanov
Richard H. R. Hahnloser
Alexei L. Vyssotski","10.1038/NMETH.3114","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses miniature back‑mounted recorders to isolate individual zebra finch calls in free‑moving groups; does not address SAP similarity, tutor‑pupil recordings, developmental trajectories, or multimodal analyses.","The main obstacle for investigating vocal interactions in vertebrates is the difficulty of discriminating individual vocalizations of rapidly moving, sometimes simultaneously vocalizing individuals. We developed a method of recording and analyzing individual vocalizations in free-ranging animals using ultraminiature back-attached sound and acceleration recorders. Our method allows the separation of zebra finch vocalizations irrespective of background noise and the number of vocalizing animals nearby.","","",""
"Effects of embryonic exposure to valproic acid on behavior and vocal development in Zebra Finch (Taeniopygia Guttata)","https://scispace.com/paper/RMTsj5_OPrgJ","","","","AYM Soares","","https://repositorio.ufrn.br/bitstreams/8224ef8f-e482-453e-b114-44bc81a7d440/download","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on valproic acid effects; lacks SAP analysis, daily recordings, longitudinal trajectories, or similarity‑score modeling required by criteria.","","","",""
"Low-dimensional learned feature spaces quantify individual and group differences in vocal repertoires","https://scispace.com/paper/low-dimensional-learned-feature-spaces-quantify-individual-77vb8t3wkk","2021","Posted Content","bioRxiv","Jack Goffinet
Samuel Brudner
Richard Mooney
John M. Pearson","10.1101/811661","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses VAE to learn vocal features and measures tutor‑pupil similarity, but does not employ SAP, daily recordings, longitudinal tracking, or provide individual‑bird datasets; lacks statistical modeling, cross‑species comparison, and neural/genetic integration.","Increases in the scale and complexity of behavioral data pose an increasing challenge for data analysis. A common strategy involves replacing entire behaviors with small numbers of handpicked, domain-specific features, but this approach suffers from several crucial limitations. For example, handpicked features may miss important dimensions of variability, and correlations among them complicate statistical testing. Here, by contrast, we apply the variational autoencoder (VAE), an unsupervised learning method, to learn features directly from data and quantify the vocal behavior of two model species: the laboratory mouse and the zebra finch. The VAE converges on a parsimonious representation that outperforms handpicked features on a variety of common analysis tasks, enables the measurement of moment-by-moment vocal variability on the timescale of tens of milliseconds in the zebra finch, provides strong evidence that mouse ultrasonic vocalizations do not cluster as is commonly believed, and captures the similarity of tutor and pupil birdsong with qualitatively higher fidelity than previous approaches. In all, we demonstrate the utility of modern unsupervised learning approaches to the quantification of complex and high-dimensional vocal behavior.","","",""
"Songbirds work around computational complexity by learning song vocabulary independently of sequence.","https://scispace.com/paper/songbirds-work-around-computational-complexity-by-learning-1v9ttrjzai","2017","Journal Article","Nature Communications","Dina Lipkind
Anja T. Zai
Anja T. Zai
Alexander Hanuschkin
Alexander Hanuschkin
Gary Marcus
Ofer Tchernichovski
Richard H. R. Hahnloser
Richard H. R. Hahnloser","10.1038/S41467-017-01436-0","https://scispace.com/pdf/songbirds-work-around-computational-complexity-by-learning-1v9ttrjzai.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on modular vocal learning theory without SAP metrics, daily recordings, longitudinal trajectories, or detailed data sharing; lacks statistical modeling, cross‑species comparison, and neural/genetic integration.","While acquiring motor skills, animals transform their plastic motor sequences to match desired targets. However, because both the structure and temporal position of individual gestures are adjustable, the number of possible motor transformations increases exponentially with sequence length. Identifying the optimal transformation towards a given target is therefore a computationally intractable problem. Here we show an evolutionary workaround for reducing the computational complexity of song learning in zebra finches. We prompt juveniles to modify syllable phonology and sequence in a learned song to match a newly introduced target song. Surprisingly, juveniles match each syllable to the most spectrally similar sound in the target, regardless of its temporal position, resulting in unnecessary sequence errors, that they later try to correct. Thus, zebra finches prioritize efficient learning of syllable vocabulary, at the cost of inefficient syntax learning. This strategy provides a non-optimal but computationally manageable solution to the task of vocal sequence learning. Efficiently imitating a complex motor sequence such as birdsong is a computationally intensive problem. Here the authors show that young zebra finches learn new songs using a non-optimal strategy that prioritizes efficient learning of syllable vocabulary over syllable sequence.","","",""
"Vocal practice regulates singing activity-dependent genes underlying age-independent vocal learning in songbirds.","https://scispace.com/paper/vocal-practice-regulates-singing-activity-dependent-genes-1q3bbmrdzi","2018","Journal Article","PLOS Biology","Shin Hayase
Hongdi Wang
Eri Ohgushi
Masahiko Kobayashi
Chihiro Mori
Haruhito Horita
Katsuhiko Mineta
Wan-chun Liu
Kazuhiro Wada","10.1371/JOURNAL.PBIO.2006537","https://scispace.com/pdf/vocal-practice-regulates-singing-activity-dependent-genes-1q3bbmrdzi.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses SAP for similarity scoring; records tutor/pupil songs but not daily; lacks full developmental trajectories and supplementary bird‑level data; provides gene‑expression links to singing.","The development of highly complex vocal skill, like human language and bird songs, is underlain by learning. Vocal learning, even when occurring in adulthood, is thought to largely depend on a sensitive/critical period during postnatal development, and learned vocal patterns emerge gradually as the long-term consequence of vocal practice during this critical period. In this scenario, it is presumed that the effect of vocal practice is thus mainly limited by the intrinsic timing of age-dependent maturation factors that close the critical period and reduce neural plasticity. However, an alternative, as-yet untested hypothesis is that vocal practice itself, independently of age, regulates vocal learning plasticity. Here, we explicitly discriminate between the influences of age and vocal practice using a songbird model system. We prevented zebra finches from singing during the critical period of sensorimotor learning by reversible postural manipulation. This enabled to us to separate lifelong vocal experience from the effects of age. The singing-prevented birds produced juvenile-like immature song and retained sufficient ability to acquire a tutored song even at adulthood when allowed to sing freely. Genome-wide gene expression network analysis revealed that this adult vocal plasticity was accompanied by an intense induction of singing activity-dependent genes, similar to that observed in juvenile birds, rather than of age-dependent genes. The transcriptional changes of activity-dependent genes occurred in the vocal motor robust nucleus of the arcopallium (RA) projection neurons that play a critical role in the production of song phonology. These gene expression changes were accompanied by neuroanatomical changes: dendritic spine pruning in RA projection neurons. These results show that self-motivated practice itself changes the expression dynamics of activity-dependent genes associated with vocal learning plasticity and that this process is not tightly linked to age-dependent maturational factors.","","",""
"New approaches to dissect vocal interactions in songbirds","https://scispace.com/paper/BhubyFR11GwJ","","","","DI Rodrigues","","https://www.research-collection.ethz.ch/bitstreams/4309c227-8ff2-4e70-9b6b-4760c5c5c470/download","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on vocal interaction methods, not on zebra finch developmental similarity scoring, daily tutor‑pupil recordings, longitudinal trajectories, or related supplementary data.","","","",""
"Learning to pause: Fidelity of and biases in the developmental acquisition of gaps in the communicative signals of a songbird.","https://scispace.com/paper/learning-to-pause-fidelity-of-and-biases-in-the-2p2r6ist","2023","Journal Article","Developmental Science","Logan S. James
Angela S. Wang
Mila Bertolo
Jon T. Sakata","10.1111/desc.13382","https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/desc.13382","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses gap‑duration imitation to explore biological predispositions; provides developmental insights but lacks SAP similarity scores, daily recordings, and extensive trajectory modeling.","The temporal organization of sounds used in social contexts can provide information about signal function and evoke varying responses in listeners (receivers). For example, music is a universal and learned human behavior that is characterized by different rhythms and tempos that can evoke disparate responses in listeners. Similarly, birdsong is a social behavior in songbirds that is learned during critical periods in development and used to evoke physiological and behavioral responses in receivers. Recent investigations have begun to reveal the breadth of universal patterns in birdsong and their similarities to common patterns in speech and music, but relatively little is known about the degree to which biological predispositions and developmental experiences interact to shape the temporal patterning of birdsong. Here, we investigated how biological predispositions modulate the acquisition and production of an important temporal feature of birdsong, namely the duration of silent pauses (""gaps"") between vocal elements (""syllables""). Through analyses of semi-naturally raised and experimentally tutored zebra finches, we observed that juvenile zebra finches imitate the durations of the silent gaps in their tutor's song. Further, when juveniles were experimentally tutored with stimuli containing a wide range of gap durations, we observed biases in the prevalence and stereotypy of gap durations. Together, these studies demonstrate how biological predispositions and developmental experiences differently affect distinct temporal features of birdsong and highlight similarities in developmental plasticity across birdsong, speech, and music. RESEARCH HIGHLIGHTS: The temporal organization of learned acoustic patterns can be similar across human cultures and across species, suggesting biological predispositions in acquisition. We studied how biological predispositions and developmental experiences affect an important temporal feature of birdsong, namely the duration of silent intervals between vocal elements (""gaps""). Semi-naturally and experimentally tutored zebra finches imitated the durations of gaps in their tutor's song and displayed some biases in the learning and production of gap durations and in gap variability. These findings in the zebra finch provide parallels with the acquisition of temporal features of speech and music in humans.","","",""
"An Ecological Perspective On Song Learning In The Zebra Finch (Taeniopygia Guttata): The Role Of Social Influences","https://scispace.com/paper/an-ecological-perspective-on-song-learning-in-the-zebra-4sqnab8dw9","2013","Dissertation","","Otilia Menyhart","","https://scispace.com/pdf/an-ecological-perspective-on-song-learning-in-the-zebra-4sqnab8dw9.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses statistical learning to link father and offspring song patterns, but lacks SAP metrics, daily recordings, and shared data; provides limited longitudinal insight without detailed trajectory scoring.","Vocal development of juvenile songbirds and human infants requires interactions with adults to develop its proper form and function. Learning in many songbird species requires more than mere exposure to the song model, as the timing, speed, and accuracy of learning typically differ when exposed to live versus taped tutors. What mechanisms drive the superior learning performance associated with live interactions? Young learners can elicit contingent responses from adult social companions (e.g., in brown-headed cowbirds and human infants) in different modalities (e.g., wing strokes and social smiling) that reinforce learning and promote more advanced vocalizations. We studied vocal development in zebra finches to assess relations between vocal precursors in juveniles and contingent responses from the parents. Eight families were recorded between 30-75 days, and social interactions surrounding juvenile or adult song were analyzed. Juvenile and father song were compared when juveniles reached song maturation. We find that both parents contribute to juvenile song learning. Juveniles whose immature song received more contingent song from their fathers copied their father’s song sequence more accurately. Conversely, adult song preceding juvenile song predicted less accurate learning. The courtship song of the adult male appears to be an especially powerful signal. Non-vocal feedback from mothers also predicts song learning. The number of maternal fluff-ups around and especially before juvenile song positively correlated with later sequential similarity between","","",""
"A technique for characterizing the development of rhythms in bird song.","https://scispace.com/paper/a-technique-for-characterizing-the-development-of-rhythms-in-7qclwkdlci","2008","Journal Article","PLOS ONE","Sigal Saar
Sigal Saar
Partha P. Mitra","10.1371/JOURNAL.PONE.0001461","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses multi‑scale dynamic spectra to detect rhythmic structure in juvenile zebra finch song, but does not employ SAP similarity scores, daily tutor‑pupil recordings, or provide individual‑bird data. Offers a longitudinal view of rhythm development without statistical modeling, cross‑species comparison, or neural/genetic integration.","The developmental trajectory of nervous system dynamics shows hierarchical structure on time scales spanning ten orders of magnitude from milliseconds to years. Analyzing and characterizing this structure poses significant signal processing challenges. In the context of birdsong development, we have previously proposed that an effective way to do this is to use the dynamic spectrum or spectrogram, a classical signal processing tool, computed at multiple time scales in a nested fashion. Temporal structure on the millisecond timescale is normally captured using a short time Fourier analysis, and structure on the second timescale using song spectrograms. Here we use the dynamic spectrum on time series of song features to study the development of rhythm in juvenile zebra finch. The method is able to detect rhythmic structure in juvenile song in contrast to previous characterizations of such song as unstructured. We show that the method can be used to examine song development, the accuracy with which rhythm is imitated, and the variability of rhythms across different renditions of a song. We hope that this technique will provide a standard, automated method for measuring and characterizing song rhythm.","","",""
"Development of temporal structure in zebra finch song","https://scispace.com/paper/development-of-temporal-structure-in-zebra-finch-song-3ubpdo90e6","2013","Journal Article","Journal of Neurophysiology","Christopher M. Glaze
Todd W. Troyer","10.1152/JN.00578.2012","https://journals.physiology.org/doi/prev/20121121-aop/pdf/10.1152/jn.00578.2012","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses detailed temporal measurements across several age windows, but lacks SAP similarity scores, daily tutor‑pupil recordings, individual‑level data, and explicit trajectory modeling.","Zebra finch song has provided an excellent case study in the neural basis of sequence learning, with a high degree of temporal precision and tight links with precisely timed bursting in forebrain neurons. To examine the development of song timing, we measured the following four aspects of song temporal structure at four age ranges between 65 and 375 days posthatch: the mean durations of song syllables and the silent gaps between them, timing variability linked to song tempo, timing variability expressed independently across syllables and gaps, and transition probabilities between consecutive syllable pairs. We found substantial increases in song tempo between 65 and 85 days posthatch, due almost entirely to a shortening of gaps. We also found a decrease in tempo variability, also specific to gaps. Both the magnitude of the increase in tempo and the decrease in tempo variability were correlated on gap-by-gap basis with increases in the reliability of corresponding syllable transitions. Syllables had no systematic increase in tempo or decrease in tempo variability. In contrast to tempo parameters, both syllables and gaps showed an early sharp reduction in independent variability followed by continued reductions over the first year. The data suggest that links between syllable-based representations are strengthened during the later parts of the traditional period of song learning and that song rhythm continues to become more regular throughout the first year of life. Similar learning patterns have been identified in human sequence learning, suggesting a potentially rich area of comparative research.","","",""
