"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Relevance","Abstract","Data Availability Assessment","Data Characteristics and Availability","Statistical Methods for Transitions"
"Acquisition with partial and continuous reinforcement in pigeon autoshaping.","https://scispace.com/paper/acquisition-with-partial-and-continuous-reinforcement-in-2ppaw677us","2004","Journal Article","Learning & Behavior","Daniel Gottlieb","10.3758/BF03196031","https://scispace.com/pdf/acquisition-with-partial-and-continuous-reinforcement-in-2ppaw677us.pdf","- **Relevance Score:** 20/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses pigeon autoshaping, a classic conditioning task, but provides no trial‑by‑trial curves, step‑function modeling, or change‑point analysis.","Contemporary time accumulation models make the unique prediction that acquisition of a conditioned response will be equally rapid with partial and continuous reinforcement, if the time between conditioned stimuli is held constant. To investigate this, acquisition of conditioned responding was examined in pigeon autoshaping under conditions of 100% and 25% reinforcement, holding intertrial interval constant. Contrary to what was predicted, evidence for slowed acquisition in partially reinforced animals was observed with several response measures. However, asymptotic performance was superior with 25% reinforcement. A switching of reinforcement contingencies after initial acquisition did not immediately affect responding. After further sessions, partial reinforcement augmented responding, whereas continuous reinforcement did not, irrespective of an animal’s reinforcement history. Subsequent training with a novel stimulus maintained the response patterns. These acquisition results generally support associative, rather than time accumulation, accounts of conditioning.","","",""
"A comparison of latent inhibition and learned irrelevance pre-exposure effects in rabbit and human eyeblink conditioning","https://scispace.com/paper/a-comparison-of-latent-inhibition-and-learned-irrelevance-zt77tef1gk","2002","Journal Article","Integrative Physiological and Behavioral Science","M. Todd Allen
Lori Chelius
Vivek Masand
Mark A. Gluck
Catherine E. Myers
Geoffrey Schnirman
Geoffrey Schnirman","10.1007/BF02734181","https://scispace.com/pdf/a-comparison-of-latent-inhibition-and-learned-irrelevance-zt77tef1gk.pdf","- **Relevance Score:** 20/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses rabbit eyeblink conditioning but lacks single‑animal trial data, abrupt step modeling, or change‑point analysis; no Gallistel citations.","The learning of an association between a CS and a US can be retarded by unreinforced presentations of the CS alone (termed latent inhibition or LI) or by un-correlated presentations of the CS and US (termed learned irrelevance or LIRR). In rabbit eyeblink conditioning, there have been some recent failures to replicate LI. LIRR has been hypothesized as producing a stronger retardation effect than LI based on both empirical studies and computational models. In the work presented here, we examined the relative strength of LI and LIRR in eyeblink conditioning in rabbits and humans. In both species, a number of preexposure trials sufficient to produce LIRR failed to produce LI (Experiments 1 & 3). Doubling the number of CS pre-exposures did produce LI in rabbits (Experiment 2), but not in humans (Experiment 4). LI was demonstrated in humans only after manipulations including an increased inter-trial interval or ITI (Experiment 5). Overall, it appears that LIRR is a more easily producible pre-exposure retardation effect than LI for eyeblink conditioning in both rabbits and humans. Several theoretical mechanisms for LI including the conditioned attention theory, stimulus compression, novelty, and the switching theory are discussed as possible explanations for the differences between LIRR and LI. Overall, future work involving testing the neural substrates of pre-exposure effects may benefit from the use of LIRR rather than LI.","","",""
"Learning to decide: a neurocognitive perspective in rats: the role of rat prefrontal noradrenaline in adaptive behavior","https://scispace.com/paper/bFjidjUf7YYJ","","","","H Plat","","https://theses.hal.science/tel-05457529/file/PLAT_HADRIEN_2025.pdf","- **Relevance Score:** 18/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses trial‑by‑trial reinforcement‑learning models with volatility‑dependent rates; mentions rapid shifts but lacks explicit step‑function or change‑point analysis; no classic conditioning tasks.","","","",""
"Generalized Associative Model: A model for individual and averaged learning curves in Pavlovian conditioning","https://scispace.com/paper/generalized-associative-model-a-model-for-individual-and-1aoshhro","2023","Posted Content","","","10.31234/osf.io/bsx4j","","- **Relevance Score:** 18/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses trial‑by‑trial data to fit GAM to individual fear‑conditioning curves; does not model step‑like transitions or apply change‑point detection; applies to rodent Pavlovian fear conditioning, a classical paradigm.","The gap between individual curves and their averaged curve has been discussed for a long time in Pavlovian conditioning literature. To solve this problem, this study proposes a new mathematical model called the Generalized Associative Model (GAM). The GAM integrates the Weibull model with an interpretation of the traditional associative model. This interprets the Weibull model's shape parameter as a parameter representing individual differences in individual curves. Numerical simulations replicated the individual and average curves reported in previous studies. Analysis fitting the GAM to the four fear conditioning datasets further supported the validity of the GAM. The GAM has implications in both basic and clinical research. ","","",""
"DynamicRL: Data-Driven Estimation of Trial-by-Trial Reinforcement Learning Parameters","https://scispace.com/paper/dynamicrl-data-driven-estimation-of-trial-by-trial-fu0pcl5fq8jx","2025","Journal Article","","Hua-Dong Xiong
Jian Li
Marcelo G. Mattar
Robert C. Wilson","10.31234/osf.io/4xumc_v1","","- **Relevance Score:** 18/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses trial‑by‑trial behavioral data to estimate dynamic RL parameters, but does not model sudden step‑like learning, apply change‑point detection, or involve animal conditioning tasks.","In uncertain and dynamic environments, biological agents must adapt their decision-making strategies to maximize rewards. Traditional reinforcement learning (RL) models typically assume that such adaptation is governed by dynamic value updates controlled by fixed parameters or predefined schedules. However, these assumptions limit the models' ability to capture the flexible and context-sensitive nature of biological decision-making. To overcome this limitation, we introduce \textit{DynamicRL}, a novel framework that estimates RL parameters from behavioral data on a trial-by-trial basis. We demonstrate that DynamicRL substantially improves the predictive performance of standard RL models across eight decision-making tasks, thereby reducing scientific regret.DynamicRL captures the rich temporal variability inherent in decision-making behavior, achieving predictive performance comparable to that of recurrent neural networks trained directly on the data, while preserving the interpretability and theoretical grounding of RL models. Moreover, it enables the examination of how agents dynamically adjust RL parameters in response to environmental changes, offering insights into the cognitive mechanisms underlying such adaptations. Thus, DynamicRL serves as an efficient data-driven framework for estimating RL parameters, facilitating fine-grained behavioral analysis with potential applications in computational psychiatry and neuroscience. ","","",""
"Mouse Academy: high-throughput automated training and trial-by-trial behavioral analysis during learning","https://scispace.com/paper/mouse-academy-high-throughput-automated-training-and-trial-4rrp12ga0n","2018","Posted Content","bioRxiv","Mu Qiao
Tony Zhang
Cristina Segalin
Sarah Sam
Pietro Perona
Markus Meister","10.1101/467878","","- **Relevance Score:** 18/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses GLM to analyze each mouse's choices trial‑by‑trial, enabling single‑animal learning curves. No modeling of sudden step‑like changes, no change‑point detection, and tasks are decision‑making rather than classical conditioning.","Progress in understanding how individual animals learn will require high-throughput standardized methods for behavioral training but also advances in the analysis of the resulting behavioral data. In the course of training with multiple trials, an animal may change its behavior abruptly, and capturing such events calls for a trial-by-trial analysis of the animal9s strategy. To address this challenge, we developed an integrated platform for automated animal training and analysis of behavioral data. A low-cost and space-efficient apparatus serves to train entire cohorts of mice on a decision-making task under identical conditions. A generalized linear model (GLM) analyzes each animal9s performance at single-trial resolution. This model infers the momentary decision-making strategy and can predict the animal9s choice on each trial with an accuracy of ~80%. We also introduce automated software to assess the animal9s detailed trajectories and body poses within the apparatus. Unsupervised analysis of these features revealed unusual trajectories that represent hesitation in the response. This integrated hardware/software platform promises to accelerate the understanding of animal learning.","","",""
"DynamicRL: Data-Driven Estimation of Trial-by-Trial Reinforcement Learning Parameters","https://scispace.com/paper/dynamicrl-data-driven-estimation-of-trial-by-trial-wj642q6x2m2u","2025","Journal Article","","Hua-Dong Xiong
Jian Li
Marcelo G. Mattar
Robert C. Wilson","10.31234/osf.io/4xumc_v2","","- **Relevance Score:** 18/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses trial‑by‑trial behavioral data to estimate RL parameters, offering fine‑grained analysis. Does not model sudden step‑like learning or employ explicit change‑point detectors, and experiments are not classical animal conditioning tasks.","In uncertain and dynamic environments, biological agents must adapt their decision-making strategies to maximize rewards. Traditional reinforcement learning (RL) models typically assume that such adaptation is governed by dynamic value updates controlled by fixed parameters or predefined schedules. However, these assumptions limit the models' ability to capture the flexible and context-sensitive nature of biological decision-making. To overcome this limitation, we introduce \textit{DynamicRL}, a novel framework that estimates RL parameters from behavioral data on a trial-by-trial basis. We demonstrate that DynamicRL substantially improves the predictive performance of standard RL models across eight decision-making tasks, thereby reducing scientific regret.DynamicRL captures the rich temporal variability inherent in decision-making behavior, achieving predictive performance comparable to that of recurrent neural networks trained directly on the data, while preserving the interpretability and theoretical grounding of RL models. Moreover, it enables the examination of how agents dynamically adjust RL parameters in response to environmental changes, offering insights into the cognitive mechanisms underlying such adaptations. Thus, DynamicRL serves as an efficient data-driven framework for estimating RL parameters, facilitating fine-grained behavioral analysis with potential applications in computational psychiatry and neuroscience. ","","",""
"Internal states emerge early during learning of a perceptual decision-making task","https://scispace.com/paper/internal-states-emerge-early-during-learning-of-a-perceptual-2ppfdwycl0v8","2024","Journal Article","","Lenca Cuturela
Jonathan W. Pillow","10.1101/2024.11.30.626182","","- **Relevance Score:** 18/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses trial‑by‑trial mouse data to track learning; does not model sudden step‑like changes, employ change‑point detection, or involve classical conditioning tasks.","Summary Recent work has shown that during perceptual decision-making tasks, animals frequently alternate between different internal states or strategies. However, the question of how or when these emerge during learning remains an important open problem. Does an animal alternate between multiple strategies from the very start of training, or only after extensive exposure to a task? Here we address this question by developing a dynamic latent state model, which we applied to training data from mice learning to perform a visual decision-making task. Remarkably, we found that mice exhibited distinct “engaged” and “biased” states even during early training, with multiple states apparent from the second training session onward. Moreover, our model revealed that the gradual improvement in task performance over the course of training arose from a combination of two factors: (1) increased sensitivity to stimuli across all states; and (2) increased proportion of time spent in a higher-accuracy “engaged” state relative to biased or disengaged states. These findings highlight the power of our approach for characterizing the temporal evolution of multiple strategies across learning. ","","",""
"Age affects procedural paired-associates learning in the grey mouse lemur (Microcebus murinus)","https://scispace.com/paper/age-affects-procedural-paired-associates-learning-in-the-2pl1fahoul","2021","Journal Article","Scientific Reports","Daniel Schmidtke","10.1038/S41598-021-80960-Y","https://scispace.com/pdf/age-affects-procedural-paired-associates-learning-in-the-2pl1fahoul.pdf","- **Relevance Score:** 18/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses trial‑by‑trial performance data for each lemur; no step‑function or change‑point analysis; includes autoshaping but not typical classical conditioning tasks.","The ability to associate memorized objects with their location in space gradually declines during normal aging and can drastically be affected by neurodegenerative diseases. This study investigates object-location paired-associates learning (PAL) in the grey mouse lemur (Microcebus murinus), a nonhuman primate model of brain aging. Touchscreen-based testing of 6 young adults (1–5 years) and 6 old adults (> 7 years) in the procedural rodent dPAL-task revealed significant age-related performance decline, evident in group differences in the percentage of correct decision during learning and the number of sessions needed to reach a predefined criterion. Response pattern analyses suggest decreased susceptibility to relative stimulus-position biases in young animals, facilitating PAL. Additional data from a subset of “overtrained” individuals (n = 7) and challenge sessions using a modified protocol (sPAL) further suggest that learning criteria routinely used in animal studies on PAL can underestimate the endpoint at which a stable performance is reached and that more conservative criteria are needed to improve construct validity of the task. To conclude, this is the first report of an age effect on dPAL and corroborates the role of mouse lemurs as valuable natural nonhuman primate models in aging research.","","",""
"Changes in nucleus accumbens core firing patterns during reward-related events","https://scispace.com/paper/changes-in-nucleus-accumbens-core-firing-patterns-during-k8pw7v3qf1","2014","","","Sisi Ma","10.7282/T3RJ4GS2","https://scispace.com/pdf/changes-in-nucleus-accumbens-core-firing-patterns-during-k8pw7v3qf1.pdf","- **Relevance Score:** 18/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses trial‑by‑trial latency to define per‑animal inflection points, hints at sudden performance jumps, but lacks formal change‑point stats and employs a reward‑cue task rather than classic conditioning.","...........................................................................................................ii ACKNOWLEDGEMENTS.....................................................................................iv TABLE OF CONTENTS........................................................................................vi LIST OF ILLUSTRATIONS......................................................................vi","","",""
